erakond,message
Rohelised,"Eestimaa Roheliste esindajad Marko Kaasik, Züleyxa Izmailova ja Joonas Laks on teel Liverpooli kõikide Roheliste kongressile. Neil on kaasas Eestimaa Roheliste resolutsioon, mis käsitleb Eesti Energia rohepesu plaani. 
Nimelt on Eesti Energial suur soov müüa taastuvenergia pähe Balti ja Auvere elektrijaamades põlevkivi ja puidu koospõletamisest saadava elektrienergia CO2 kvooti riikidele, kes ei suuda täita kliimakokkuleppe eesmärke aastaks 2020. 
Massiline puidu põletamine väikse kasuteguriga kateldes viiks meie niigi üleraie all kannatavate metsade ökosüsteemid veelgi suuremasse kriisi. Eestimaa Rohelised on seisukohal, et energiatootmine puidust ja põlevkivist olukorras, kus tervelt 60% olemasolevast energiast lihtsalt õhku paisatakse on loodusressursse raiskav ja keskkonda laastav tegevus ja kindlasti pole see ""roheline"" energia! 
Tänapäevased tehnoloogiad võimaldavad juba enam kui 90% toodetavast energiast võrku suunata. Miks siis Vabariigi Valitsus ja Eesti Energia seda võimalust kasutada ei taha? 

#metsakaitseks #Rohelised #greens2017 
Zuzu Izmailova Joonas Laks Marko Kaasik Triin Teramäe Eesti Metsa Abiks Taastuvenergia 100% - puhta energia võidukäik Eestis
Ökoriik Eesti Lendorava kaitseks Noored Rohelised Eestimaa Looduse Fond Eesti Roheline Liikumine Eesti ökokogukondade liikumine Roheline Vabariik 
Resolutsiooni link https://goo.gl/EwPdnM"
Rohelised,"Roheliste toetus on tõusuteel!  Kui jaanuaris oli Rohelistel toetust 1%, siis veebruaris 2% ja märtsis juba 3%. Roheliste toetus on eriti suur noorte hulgas: kuni 25 aastastest valijatest hääletaks Roheliste poolt 13%, ülejäänud vanusegruppides aga 1 kuni 4 %.
  Toetuse kasv on ka arusaadav - inimestele teevad muret Rail Balticu ehitamisega ja maavarade kavandamisega kaasnevad keskkonnakahjud, metsade hävitamine, karusloomafarmid ja muud loodusvaenulikud tegevused, mille vastu Rohelised selgelt on. 
   
Aleksander Laane: Rahvusringhääling küsis ka kiiret kommentaari, aga kuna sellest läks uudistesse sisse ülilühike jupp, siis panin siia mälu järgi kirja, mida ma ütlesin ja mida ma kindlasti veel öelda tahtsin :)
""Loomulikult on Rohelistel hea meel, et meie aktiivne tegevus nüüd ka toetusnumbris kajastub. Eks me ise näeme ka, et inimeste huvi on Roheliste vastu kasvamas. Viimasel ajal on Rohelistega liitunud just noori aktiivseid inimesi, kes tahavad Eesti elu muuta. Ja ka erakonna juhtorganitesse lisandub kindlasti noori inimesi. Need kõik teemad, millega meie aastaid tegeleme ja millega Riigikogu erakonnad tegeleda ei taha, on ju üliolulised. Metsade liigirikkuse säilitamine, taastuvenergiale üleminek, otsedemokraatia, kodanikupalk, Eesti muutmine mahe-põllumajanduse keskuseks Euroopas, glüfosaadi ja muude põllumajandusmürkide teema ja viimasel aastal ohtralt tähelepanu pälvinud hiigelraiskamisprojekt nö #FailBaltic.
Need kõik on üliolulised teemad ja nad ei puuduta kaugeltki ainult keskkonnakaitset selle tavapärases kitsas tähenduses, vaid inimeste tervist ja sissetulekuid. Ja inimesed on aru saanud sellest, millest me räägime. Sellest ka, et Roheliste puudumine Riigikogust on väga halb. Parts ju allkirjastas FailBalticu trassi muutmise salajase otsuse just siis, kui Rohelised olid parlamendist välja kukutatud.
Ma lükkan ühe müüdi ka ümber - Rohelised pole taastuvenergia tasu sisse viinud. See tehti ära vahetult enne Roheliste tulekut Riigikokku.
Ja muidugi ootame kõiki keskkonnast hoolivaid inimesi meiega liituma! 
Varsti on tulemas ka meeleavaldus valitsuse pealesurutava FailBalticu trassi vastu ja mõistlikuma lahenduse poolt. See on jätkuks siis majandusministeeriumi ees toimunud meeleavaldusele ja meie algatatud petitsioonile. Valitsuse tegevus on lihtsalt ignorantne ja irratsionaalne ning sellele suurele laristamisele peab vastu astuma - on ju olemas mõistlikumad lahendused! Ja enamus inimesi toetab just mõistlikumat lahendust ehk olemasoleva raudtee rekonstrueerimist kiiremaks.

#rohelised #TE100 #noored #Reiting #RailBaltic #FailBaltic #ravikanep #otsedemokraatia"
Rohelised,
Rohelised,"Rohelised: OECD keskkonnaülevaade on kui Eestimaa Roheliste tehtud!

“Taastuvelektrijaamad moodustavad 90% uutest elektritootmisvõimsustest, mis 2016. aastal Euroopa Liidus ehitati! Parlamendierakonnad ehitasid aga Auvere - 700 miljonilise mälestusmärgi rumalusele ja ahnusele. Nüüd pidi OECD Eesti riigi ja keskkonnaministri ninapidi saastehunnikusse torkama, et nood sisutute lausetega ennast välja vabandama hakkaks,” ütles Roheliste esimees Aleksander Laane tänast raportit kommenteerides.  
Majandusliku Koostöö ja Arengu Organisatsiooni (OECD) aruande kohaselt peab Eesti tegema täiendavad jõupingutusi põlevkivist sõltuvuse vähendamiseks, energiatõhususe parandamiseks ning suurendama taastuvenergiaallikatesse tehtavaid investeeringuid. Põlevkivi kaevandamise tõttu elektrienergia tootmiseks on Eesti majandus OECD riikide võrdluses kõige süsinikumahukam ning energiamahukuselt kolmas riik, teatas organisatsioon.

Marko Kaasik, EER juhatuse liige täiendas: “Tuleks rõhutada, et taastuvatest energiallikatest elektritootmise suurendamisel ei tohi Eesti taas minna pettuse teed, ajades koos põlevkiviga elektrijaama ahju metsade hävitamise arvelt saadavat puitu. Valel on lühikesed jalad ning raha põletada pole õige! Puidu põletamine on vastuvõetav ainult hajutatud elektri ja soojuse koostootmisjaamades, mille kasutegur on vähemalt kaks korda suurem, kui põlevkivielektrijaamal.”

“Eestimaa Rohelised on seisukohal, et perspektiivitud tegevused tuleb võimalikult kiiresti ära lõpetada ning uue arengu jaoks suunata raha teadusesse ja inimestesse. “

“Fossiilkütuste subsideerimine takistab kliimameetmete ja rohetehnoloogiate rakendamist nii Eestis kui ka kogu Euroopas, tootes jätkuvalt tohutut kahju keskkonnale ning panustades inimeste haigestumisse ja enneaegsetesse surmadesse. 
Koalitsiooni kangekaelne maksumaksjate raha laristamine põlevkivi energeetika subsideerimisele on viinud riigi raha eemale olulistelt avalikelt teenustelt, nagu tervishoid, saastevaba energiatootmine, haridus ja kultuur. Kuna valitsuse plaanides on jätkuvalt toetada Eestit kõige enam reostavamat sektorit, esitasid Eestimaa Rohelised Eesti Valitsuse fossiilkütuste subsideerimise üleeuroopalise Climate Action Networki konkursi nominendiks,” lisas EER ase-esimees Züleyxa Izmailova.
#PÕXIT #TE100 #OECD #TEADUS #ROHELISED

Lisainfo:
http://www.oecd.org/newsroom/keskkonnasobralikuma-majanduse-saavutamiseks-tuleb-eestil-vahendada-soltuvust-polevkivist.htm
http://www.pealinn.ee/tagid/koik/pomerants-fossiilkutustest-energiatootmise-konkurentsivoime-vaheneb-n187557
https://www.theguardian.com/environment/2017/feb/09/new-energy-europe-renewable-sources-2016
http://www.caneurope.org/fossil-fuel-subsidies-awards#about-us"
Rohelised,
Rohelised,"Toeta kodumaist rahvuspuud!!! Täiuslik omaliigi esindaja!  
Konkurss on konkurss- võidab see, kellel rohkem hääli!
Vali kaks puud ja kinnita oma valik e-mailile saabunud lingile klikkamise läbi!
http://www.treeoftheyear.org/ETY-2/Stromy/Rusalcin-dub.aspx?lang=et-EE"
Rohelised,"Kanep sobib ravimiks

Üsna varsti - 7. veebruaril- hakkab Riigikogu sotsiaalkomisjon arutama pöördumist, mis nõuab, et ravikanep saaks patsientidele reaalselt kättesaadavaks. Seepärast on hoogu läinud ka igasugused tegelased, kes algatust igati mustata püüavad. Veel aastake tagasi ütlesid nad, et kanep lausa tapab käigult ja sellel pole mingeid tervisele kasulikke omadusi, rääkimata ravivõimest. Ja uuringuid ka pole. Kui nähti, et see lugulaul läbi ei lähe, hakati rääkima sellest, et keegi ei taha kanepit raviks tarvitada. Seegi jutt läks jamaks kätte. Seejärel hakati tunnistama, et vahel on ikka kanepil mingi ravimõju ka, aga meil on ametlikud rohud ikka paremad.  Seegi “argument” ei pidanud kaua vastu. Nüüd räägitakse, et mõned haigused ja seisundid ikka on, mille puhul kanepist abi on. Edasist udujuttu on aga üha keerulisem ajada, sest nagu paljud juba teavad - lisaks paljudele teistele riikidele laiendas kanepi meditsiinilist kasutust ka Saksamaa. Seal võib kanepit välja kirjutada iga arst ja paljudel juhtudel maksavad haigekassad selle ravi ka kinni.
Rahvusringhäälingu juht ja kuulekas võimurite käsutäitja avalikustas aastake tagasi isegi oma põhiseaduse-vastase nõude, et kanepist ei tohi üldse midagi positiivset rääkida ... loodetavasti on ta varsti oma kohalt läinud, kuigi oleks pidanud päevapealt kohast lahti saama. Päevalehe ajakirjanik Tuuli Jõesaar arvab aga ikka, et kanepist räägitakse vaid esoteerikaportaalides. Ja valetab süüdimatult selle kohta, et kanepit imeravimiks tituleeritakse.  Ilmselt on ta Saksa ja Briti parlamentide dokumendid, mis ravikanepi kasutust soosivad, oma kehva lugemisvaraga segi ajanud. Kuidas see õnnnestus, jääb mõistatuseks.
Vaatasin just meditsiiniteaduslike artiklite andmebaasi PubMed. Igaüks sinna oma artiklit üles panema ei pääse - tegemist on ikkagi teadustööde otsingusüsteemiga. Kui trükkida otsingusse märksõnad “medical cannabis”, siis leiab andmebaasist 4866 artiklit. Pole vähe - ja seda olukorras, kus kanepiga uuringute tegemiseks loa saamine on väga keeruline. Märksõnadega “cancer cannabis” tuleb välja 480 artiklit ja neid tuleb iga päevaga juurde. Üks selle aasta jaanuaris lisatud valuekspertide uuring ütleb, et kanepil on vähiravis näiteks valuvaigisti roll ning seda ülesannet täidab ta paremini ning ohutumalt kui paljud olemasolevad ravimid.
Kanep ja sellest tehtud preparaadid peavad olema arsti retseptiga apteegist vabalt kättesaadaval. Täpselt samamoodi, nagu on retseptiga kättesaadavad ülitugevad rahustid, ka surma põhjustavad valuvaigistid-opioidid, depressiooniravimid jm.
Lisainfot vaata siit: ravikanep.ee   
Aleksander Laane
#ravikanep #Rohelised #sotsiaalkomisjon #kanep
EESTIMAA ROHELISTE TEGEMISI SAAD TOETADA SIIN:
SWEDBANK: 221029698609
IBAN: EE07 2200 2210 2969 8609"
Rohelised,"Ajalooline hetk Prantsusmaal! Sotsialistid valisid oma presidendikandidaadiks Benoit Hamon'i, kelle üheks põhiliseks valimislubaduseks on kodanikupalga kehtestamine, mõte, mida Rohelised juba pikka aega toetanud on. Lisaks soovib ta ka kanepi legaliseerimist. Hamon on eriti populaarne  nooremate valijate seas, sest ta eristub  “keskmisest hallist poliitikust” ega paigutu erinevalt teistest kandidaatidest iganenud parem-vasak skaalale. Parem-vasak on surnud, minna saab ning tohib ainult edasi! Ning edasi viivad ainult progressiivsed ideed! Aga... millistel teemadel räägivad meie “poliitikud”?... dinosaurused peaksid kuuluma ikkagi muuseumitesse, mitte Toompeale! 

#Rohelised #21sajand #Kodanikupalk #Ravikanep #Dinosaurused

https://www.theguardian.com/world/2017/jan/29/french-socialists-leftwing-rebel-benoit-hamon-elysee-manuel-valls-francois-hollande-presidency"
Rohelised,
Rohelised,"Täna õhtul on kaks saadet, kus meie erakond on esindatud:

ETV+ Vremja Režat - ""Kinnisvaraturg - kas rentida või osta?"", kus Andrei Gudim räägib oma maja ehitusel kasutatavatest tehnoloogiatest ja kinnisvaraga seonduvatel teemadel laiemalt.
http://etvpluss.err.ee/l/arutelu/vremya_reshat

.. ja täiesti uus saade Urmas Vainoga ETV ""Suud puhtaks!"", kus debateeritakse Eesti metsade olukorra ja nende majandamise teemal. Avatud on ka uus lehekülg liikumine.ee, kus selle alast infot koondatakse.

Mõlemat saadet saab ka hiljem omale sobival ajal järele vaadata.

Vaata ka meie uut blogilehte rohelised.wordpress.com.

Investeerimine Kinnisvarasse
Eesti Metsa Abiks"
Rohelised,"Roheliste liige Aleksei Lotman kommenteerib täna ilmunud teadet puidutöötlemistehase ehitamise plaanide kohta 
""Kavandades suuri investeeringuid puidutööstusse, tuleb nii investoritel kui riigil arvestada sellega, et puit on vaid üks metsa saadustest, mille kasutus ei tohiks halvendada metsa poolt pakutavaid loodushüvesid. ""Investeeringud puidu senisest tõhusamasse väärindamisse on iseenesest teretulnud, aga neid ei tohi kasutada raiemahtude suurendamise õigustamiseks.""
#metsakaitseks"
Rohelised,
Rohelised,"Nagu varemgi öeldud - Balti euroBAMi ehitamise eestkõnelejad vassivad pea kõiges, mida väidavad.  Siin on vastused Kaido Zimmermanni alusetutele väidetele: https://medium.com/@priithumal/vastuv%C3%A4ited-kaido-zimmermannile-19cb8a838b56#.hfwbo2o8y"
Rohelised,"Balti BAMi meeskond on viskunud neile lubatud nutsu kaitsele
  Aga nad tahaksid, et me unustaks olulise asja - selle keskkonnaohtliku projekti kulud, eriti hoolduskulud, tuleb maksta meil, mitte neil. Eestis on juba praegu olukord, kus raudtee teenib miinust ja riik ei leita tervishoidu 30 miljonit eurot...
Meile püütakse pähe määrida eeldust, et Balti BAM peab olema nn eurolaiusel, mis ei haara kogu Euroopat - näiteks on nii Hispaania raudtee laiem ja Portugali oma veel laiem. Tegelikult on kõige ratsionaalsem olemasoleva Riiga viiva trassi rekonstrueerimine ja elektrifitseerimine ning rööpmelaiuse mittemuutmine. Põhjus lihtne - ei Soome, Läti ega ka Leedu ei kavatse kogu oma raudteevõrku nn eurolaiusele üle viia. Kiirus oleks Riiani rekonstrueeritud trassil 160 km tunnis ja kohati kõrgemgi. Samas saaks rekonstrueeritud trassist kasu kordi rohkem inimesi kui otsetrassist. Lisaks veel kaks üliolulist asja - rekonstrueeritud praegune trass oleks vähemalt poole võrra odavam ning tohutu keskkonnakahju oht oleks oluliselt väiksem.
#railbaltic #rohelised"
Rohelised,"Energiasalvestuses on 2016. aastal toimunud läbimurre. Aastaks 2030 aitab energiasalvestus kokku hoida ainuüksi Suurbritannias 3,35 miljardit dollarit. Sellega on vaja tegeleda, mitte metsa põletada Narva kateldes!  Põlevkivi-ärimeeste toetamisest ei tasu rääkidagi - see on saastav ja kuritegelik niietnii.
Äsja on valminud ka õhu veeldamisel põhinev 5 MW piloot-salvestusjaam Suurbritannias.  See varustab vajadusel elektriga ära 5000 peret kolme tunni jooksul. Plaanis on ehitada 1200 MW sellist salvestusvõimsust. Ülevaate salvestustehnoloogiatest saab siit: https://www.theguardian.com/environment/2016/feb/04/from-liquid-air-to-supercapacitators-energy-storage-is-finally-poised-for-a-breakthrough  Konkreetsest õhu veeldamise jaamast on venekeelne jutt siin: http://www.bbc.com/russian/news-38280242
Energiasalvestus on kulusid kokkuhoidev: Energy storage technologies may save U.K. consumers as much as 2.4 billion pounds ($3.35 billion) a year by 2030, according to a new report funded by three utilities.

By curbing the need for grid upgrades and boosting use of wind turbine and solar panels, energy storage could deliver savings equal to about 50 pounds a year for households, EON AG, SSE Plc and Scottish Power Ltd.said in a report Wednesday. The paper was written by the Carbon Trust, an organization that helps companies reduce their greenhouse gas emissions."
Rohelised,Ametkondi tuleb rookida
Rohelised,"Reformierakondlike ametkondade seast torkab esimesena silma keskkonnaministeerium, meie kõige
väärtuslikuma loodusvara, metsa haldaja. Kas uus valitsus eesotsas IRLi kuuluva keskkonnaministri Marko Pomerantsiga on valmis praegust metsanduspoliitikat teostavate
ametkondade hulgas puhastust läbi viima või mitte?
#Korruptsioon #Metsandus #AndresTalijärv Marko Pomerants #Lageraie #AndresOnemar #COP22 #Rohelised #NooredRohelised #lendorav #ÖkoriikEesti"
Rohelised,"Täna on lamba emäpäe, lammaste pyha, lambapäev 
Söök ja jook

Lambapyha tavaliseks toiduks on tangupuder – nn lambapuder. Nagu teistelgi hingedeaja tähtsatel päevadel nii ka siis peetud väga oluliseks, et tapetaks mõni loom või lind: kana, kukk, lammas või siga. Lambapyha laual peab olema värskest lihast road ja verikäkid ning maugud. Samuti keedetud herned-oad, karask, kama ja kamapallid, kiisel jm. Pyha toitu on pidanud jagama kylarahvaga, loomadega, aga ka hingedega. Piirkonniti on lambapyha söögid erinevad.
Laut, loomad ja eeskätt lambad on haneõhtu ja järgneva lambapyha yhed peategelased. Mõnel pool on pandud hanede toodud vitsakimp õnnistuseks lambalauta lae alla. Maa idapoolses osas on aga pea kaasajani säilinud tava lambapyha hommikul ukse taga mäimas ehk määgimas käia. Ilma määgimata pole sel päeval kylalisi tuppagi lastud.

Kadrinapäeva hommikul pidi ukse taga mäima. Seest öeldi: “Talle, talleke, tule sisse!” Mäimas käisid nii vanad kui noored. Siis pidi palju lambaid saama see, kelle juurde mäijad tulid. Kõdavere

http://www.maavald.ee/maausk/maarahva-pyhad/kooljakuu/2790-haneohtu-ja-lamba-emapaev-24-25-11"
Rohelised,"Lugupeetud looduskaitsja, 

Eesti Looduskaitse Seltsi aseesimees Juhan Telgmaa kirjutab: Vääramatu kiirusega läheneb tähtaeg, mil valitsus saaks veel keelduda #Eesti aegade kõige vihatumast suurehitusest ehk Rail Balticast (RB). Üsna ilmselt kujuneb see raudteetrass moodustatava valitsuse üheks kõige tõsisemaks proovikiviks, ja lõpliku otsuseni jäävad loetud kuud. ""Siit ka minu soovitus hakata kohe Brüsseliga ajapikenduse osas läbi rääkima.""

#Rohelised on #Tallinn-#Tartu-#Riia trassi kiiremaks rekonstrueerimise poolt - see on mõistlik #investeering.

Avalikult Rail Balticust
Ökoriik Eesti
Priit Humal
Noored Rohelised

#RailBaltic
#keskkond"
